id,name,category,subtype,rarity,level,image_url,wiki_url,obtain,dmg_clean,dmg_max,def_clean,def_max,upgradeable,crit,health_regen,stamina_regen,price_clean_oml,price_max_oml,price_source,price_category,last_updated,updated_at
1297,Enchanted Candy,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Enchanted_Candy..png,,Sinister Aura Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1298,Voided Distinction,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Voided_Distinction.png,,Sinister Aura Chest,,,,,FALSE,,,,40,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1299,Cauldron's Mystique,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Cauldron's_Mystique..png,,Sinister Aura Chest,,,,,FALSE,,,,4-5,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1300,Flaming Prominence,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Flaming_Prominence..png,,Sinister Aura Chest,,,,,FALSE,,,,14-15,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1301,Blood Magic,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Magic..png,,Cursed Specters Aura Chest,,,,,FALSE,,,,35,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1302,Almighty,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Almighty_Aura..png,,Cursed Specters Aura Chest,,,,,FALSE,,,,12,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1303,Hallow's Revenge,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Hallow's_Revenge..png,,Cursed Specters Aura Chest,,,,,FALSE,,,,10-12,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1304,Fiend's Plasma,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Fiend's_Plasma..png,,Cursed Specters Aura Chest,,,,,FALSE,,,,25,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1305,Hallowed Fire,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Hallowed_Fire.png,,Cursed Specters Aura Chest,,,,,FALSE,,,,6-7,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1306,Ghastly Glitch,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Ghastly_Glitch..png,,Cursed Specters Aura Chest,,,,,FALSE,,,,10-11,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1307,Sweet Candy Canes,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sweet_Candy_Canes.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1308,Gleaming Stars,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Gleaming_Stars.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,25,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1309,Silver Glint,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Silver_Glint.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,8-10,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1310,Frostbitten Affection,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Frostbitten_Affection.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,18,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1311,Festive Light,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Festive_Light.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1312,Horai Spirit,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Horai_Spirit.png,,Holiday Treasures Aura Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1313,Accursed Shadow,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Accursed_Shadow.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1314,Sanguine Stargaze,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sanguine_Stargaze.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1315,Midnight Eclipse,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Midnight_Eclipse.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1316,Hollowed Ember,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Hollowed_Ember.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1317,Starry Blizzard,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Starry_Blizzard.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1318,Sunset Flutter,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sunset_Flutter.png,,Community Chest C,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1319,Lover's Envy,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Lover's_Envy.png,,Eternal Love Chest,,,,,FALSE,,,,12,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1320,Love Rush,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Love_Rush.png,,Eternal Love Chest,,,,,FALSE,,,,30,,auras,Purchasable in Burst Store 1-2 Orange Burst 1-2,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1321,Virtual Love,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Virtual_Love.png,,Eternal Love Chest,,,,,FALSE,,,,20,,auras,Purchasable in Burst Store 1-2 Orange Burst 1-2,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1322,Fierce Love,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Fierce_Love..png,,Eternal Love Chest,,,,,FALSE,,,,15,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1323,Slumbering Affection,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Slumbering_Affection..png,,Eternal Love Chest,,,,,FALSE,,,,15,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1324,Glistening Hearts,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Glistening_Hearts.png,,Eternal Love Chest,,,,,FALSE,,,,30,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1325,Snowman's Paradise,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Snowman's_Paradise.png,,Frozen Wonders Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1326,Gingerbread Spirit,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Gingerbread_Spirit.png,,Frozen Wonders Chest,,,,,FALSE,,,,10-12,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1327,Blessed Blizzard,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Blessed_Blizzard.png,,Frozen Wonders Chest,,,,,FALSE,,,,40,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1328,Azathoth's Winter Wrath,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Azathoth's_Winter_Wrath.png,,Frozen Wonders Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1329,Lovely Borealis,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Lovely_Borealis.png,,Frozen Wonders Chest,,,,,FALSE,,,,22-25,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1330,Yuletide Lights,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Yuletide_Lights.png,,Frozen Wonders Chest,,,,,FALSE,,,,18-20,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1331,Luscious Mist Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Luscious_Mist_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1332,Petal Storm Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Petal_Storm_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1333,Cyber Bloom Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Cyber_Bloom_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1334,Sakura Strikes Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sakura_Strikes_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1335,Incandescent Blossom Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Incandescent_Blossom_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1336,Mystic Fire Aura,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Mystic_Fire_Aura.png,,Sakura Blossoms Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1337,Sand Gust,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sand_Gust_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,3-5,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1338,Midnight Fireworks,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Midnight_Fireworks_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,5-9,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1339,Solstice Surge,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Solstice_Surge_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1340,Kaleidoscopic,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Kaleidoscopic_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,25-35,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1341,Bubble Reef,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Bubble_Reef_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,12-15,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1342,Interstellar Ripple,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Interstellar_Ripple_Aura.png,,Starry Waves Chest,,,,,FALSE,,,,12-15,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1343,Grey Raincloud,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Grey_Raincloud_Aura.png,,Tropic Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1344,Luminescence,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Luminescence_Aura.png,,Tropic Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1345,Mirage Flame,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Mirage_Flame_Aura.png,,Tropic Chest,,,,,FALSE,,,,8-10,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1346,Ethereal Shine,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Ethereal_Shine_Aura.png,,Tropic Chest,,,,,FALSE,,,,5-6,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1347,Crystal Nebula,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Crystal_Nebula_Aura.png,,Tropic Chest,,,,,FALSE,,,,10-14,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1348,Sparkler,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sparkler_Aura.png,,Tropic Chest,,,,,FALSE,,,,20-25,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1349,Cosmic Observer Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Cosmic_Observer_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1350,Turbulent Tides Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Turbulent_Tides_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1351,Tempest Flow Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Tempest_Flow_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1352,Solaris Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Solaris_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1353,Lunar Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Lunar_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1354,Floral Breath Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Floral_Breath_Body_Aura.png,,Scenic Harmony Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1355,Divine Light,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Divine_Light_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1356,Arcane Flames,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Arcane_Flames_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1357,Antimatter,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Antimatter_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,6,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1358,Glistening Shards,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Glistening_Shards_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1359,Neutron Spark,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Neutron_Spark_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1360,Astral Rose,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Astral_Rose_Aura.png,,Astral Spectra Aura Chest,,,,,FALSE,,,,10-11,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1361,Duality Symphony,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Duality_Symphony.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,4-5,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1362,Euphoric Eclipse,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Euphoric_Eclipse.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1363,Frosted Ephmeral,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Frosted_Ephmeral.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1364,Lovelight Haze,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Lovelight_Haze.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,3-4,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1365,Celestial Mirage,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Celestial_Mirage.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,4-5,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1366,Emerald Emanation,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Emerald_Emanation.png,,Ethereal Fantasy Chest,,,,,FALSE,,,,2-3,,auras,General,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1367,Spiced Mischief,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Spice_Mischief_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1368,Wicked Spell,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Wicked_Spell_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1369,Runic Dispelling,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Runic_Dispelling_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1370,Death's Melody,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Death's_Melody_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1371,Primordoal Prescience,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Primordoal_Prescience_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1372,Sleek Ensnare,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Sleek_Ensnare_Aura.png,,Witch's Taboo Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1373,Ragged Will,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/RaggedWillIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,1-2,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1374,Starred Abyss,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/StarredAbyssIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,3-4,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1375,Webbed Permafrost,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/WebbedPermafrostIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,16-25,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1376,Frost Fire,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/FrostFireIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,20-25,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1377,Stargazer's Wish,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/StargazerIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,10-15,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1378,Hallowed Starscape,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/HallowedStarscapeIcon.png,,Holly Nightshade Chest,,,,,FALSE,,,,20-25,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1379,Tender Desire,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Tender_Desire.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,2-3,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1380,Infatuation Duality,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Infatuation_Duality.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,3-5,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1381,Choco Delight,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Choco_Delight.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,3-4,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1382,Heart's Accord,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Heart's_Accord.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,6-8,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1383,Glittering Essence,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Glittering_Essence.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,10-15,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1384,Lustful Shimmer,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Lustful_Shimmer.png,,Daring Emotions Aura Chest,,,,,FALSE,,,,18-20,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1385,Luminous Sparkle,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Luminous_Sparkle.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,3-4,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1386,Rose Essence Heart,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Rose_Essence_Heart.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,6-8,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1387,Azure Halo,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Azure_Halo.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,3-4,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1388,Crimson Rupture,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Crimson_Rupture.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,7-9,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1389,Ethereal Love Bloom,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Ethereal_Love_Blossom.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,15-18,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1390,Shadowed Reverence,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Shadowed_Reverence.png,,Radiant Resonance Body Chest,,,,,FALSE,,,,16-20,,auras,Idol Star Bundle 500 Arising Star,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1391,White Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/White_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1392,Golden Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Golden_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1393,Tuxedo Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Tuxedo_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1394,Black Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Black_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1395,Crimson Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Crimson_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1396,Prismatic Bunny Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Prismatic_Bunny_Body_Aura.png,,Bunny Bloom Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1397,White Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/White_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1398,Golden Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Golden_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1399,Black Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Black_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1400,Wonder Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Wonder_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1401,Tuxedo Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Tuxedo_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1402,Prismatic Kitty Body Aura,Body Aura,Body,,,https://swordburst2.fandom.com/Special:Redirect/file/Prismatic_Kitty_Body_Aura.png,,Spring Paws Body Aura Chest,,,,,FALSE,,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1403,Amethyst Shards,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Amethyst_Shards.png,,Twilight Meadows Aura Chest,,,,,FALSE,,,,2,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
1404,Dark Swarm,Aura,,,,https://swordburst2.fandom.com/Special:Redirect/file/Dark_Swarm.png,,Twilight Meadows Aura Chest,,,,,FALSE,,,,1,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
